,0
0,1.0
1,1.0
2,1.0
3,1.0
4,0.9897768446066648
5,0.9897768446066648
6,0.9897768446066648
7,0.9783761378898644
8,0.9783761378898644
9,0.9783761378898644
10,0.972270222075526
11,0.972270222075526
12,0.972270222075526
13,0.972270222075526
14,0.972270222075526
15,0.9787634006564075
16,0.9787634006564075
17,0.9787634006564075
18,0.9787634006564075
19,0.9787634006564075
20,0.9717694973440392
21,0.9717694973440392
22,0.9717694973440392
23,0.9618708235410359
24,0.9618708235410359
25,0.9618708235410359
26,0.907422382977618
27,0.907422382977618
28,0.907422382977618
29,0.884351416297091
30,0.884351416297091
31,0.8862153214057045
32,0.8862153214057045
33,0.8862153214057045
34,0.8712090047683452
35,0.8712090047683452
36,0.8712090047683452
37,0.8251134047308485
38,0.8251134047308485
39,0.8251134047308485
40,0.8251134047308485
41,0.7968659601935634
42,0.7968659601935634
43,0.7811049169338752
44,0.7811049169338752
45,0.7777611392931367
46,0.7777611392931367
47,0.777486608782266
48,0.777486608782266
49,0.777486608782266
50,0.777486608782266
51,0.7801710247659414
52,0.7801710247659414
53,0.7680584735607241
54,0.7680584735607241
55,0.7599788335239644
56,0.7599788335239644
57,0.7599788335239644
58,0.7599788335239644
59,0.7599788335239644
60,0.7332541015386952
61,0.7332541015386952
62,0.7332541015386952
63,0.7332541015386952
64,0.7208818530877255
65,0.7208818530877255
66,0.7208818530877255
67,0.7058474329012426
68,0.7058474329012426
69,0.7058474329012426
70,0.7019033894240411
71,0.7019033894240411
72,0.6959722626437131
73,0.6959722626437131
74,0.6844737294088923
75,0.6844737294088923
76,0.6844737294088923
77,0.6844737294088923
78,0.6859703550270835
79,0.6859703550270835
80,0.6739940435131367
81,0.6739940435131367
82,0.6739940435131367
83,0.6777460472753774
84,0.6777460472753774
85,0.6602432597270739
86,0.6602432597270739
87,0.6602432597270739
88,0.6602432597270739
89,0.6602432597270739
90,0.6535691875915323
91,0.6535691875915323
92,0.6368146587589428
93,0.6368146587589428
94,0.6368146587589428
95,0.6368146587589428
96,0.6392970238253894
97,0.6392970238253894
98,0.6268884238496384
99,0.6268884238496384
100,0.6268884238496384
101,0.6344500888531421
102,0.6344500888531421
103,0.6344500888531421
104,0.6344500888531421
105,0.6279430518606779
106,0.6279430518606779
107,0.6279430518606779
108,0.6279430518606779
109,0.6230256199010535
110,0.6230256199010535
111,0.6230256199010535
112,0.6230256199010535
113,0.6230256199010535
114,0.6230256199010535
115,0.6156173070111602
116,0.6156173070111602
117,0.599887090553752
118,0.599887090553752
119,0.599887090553752
120,0.5811707576899918
121,0.5811707576899918
122,0.5724591358093182
123,0.5724591358093182
124,0.5724591358093182
125,0.5724591358093182
126,0.5690697516146596
127,0.5690697516146596
128,0.564335188843334
129,0.564335188843334
130,0.564335188843334
131,0.564335188843334
132,0.5503461345876504
133,0.5503461345876504
134,0.5405867939324338
135,0.5405867939324338
136,0.5405867939324338
137,0.5387013884371269
138,0.5387013884371269
139,0.5387013884371269
140,0.5386691230373143
141,0.5386691230373143
142,0.5386691230373143
143,0.5407499246481822
144,0.5407499246481822
145,0.5407499246481822
146,0.5190796822287628
147,0.5190796822287628
148,0.504735118033859
149,0.504735118033859
150,0.504735118033859
151,0.504735118033859
152,0.504735118033859
153,0.504735118033859
154,0.49567694503186366
155,0.49567694503186366
156,0.4910901123520035
157,0.4910901123520035
158,0.4910901123520035
159,0.4910901123520035
160,0.4786081210316611
161,0.4786081210316611
162,0.4786081210316611
163,0.4786081210316611
164,0.46763316046891107
165,0.46763316046891107
166,0.46763316046891107
167,0.4681714605702984
168,0.4681714605702984
169,0.4681714605702984
170,0.4681714605702984
171,0.47075890309023943
172,0.47075890309023943
173,0.47075890309023943
174,0.47075890309023943
175,0.47075890309023943
176,0.4714980026771494
177,0.4714980026771494
178,0.4714980026771494
179,0.4714980026771494
180,0.4728404799490077
181,0.4728404799490077
182,0.4728404799490077
183,0.47008608212131925
184,0.47008608212131925
185,0.47008608212131925
186,0.45908494359088564
187,0.45908494359088564
188,0.4519806347895649
189,0.4519806347895649
190,0.4519806347895649
191,0.4313918795892931
192,0.4313918795892931
193,0.4313918795892931
194,0.4313918795892931
195,0.4313918795892931
196,0.4313918795892931
197,0.4322521711190458
198,0.4322521711190458
